Type,File,Line,CLJ,CQL,CNL,CLJ_Code,CQL_Column,CQL_Code,CNL_Column,CNL_Code
conditional,strbuf.c,241,+,+,+,a->len < b->len ? -1 : a->len != b->len,9.0,	return a->len < b->len ? -1: a->len != b->len;,8.0,a -> len < b -> len ? - 1 : a -> len != b -> len
conditional,strbuf.c,360,+,+,+,next ? (next + 1) : (buf + size),10.0,		next = next ? (next + 1) : (buf + size);,9.0,next ? ( next + 1 ) : ( buf + size )
conditional,strbuf.c,515,+,+,+,hint ? hint : 8192,18.0,"	strbuf_grow(sb, hint ? hint : 8192);",17.0,hint ? hint : 8192
conditional,strbuf.c,542,+,+,+,hint ? hint : 8192,18.0,"	strbuf_grow(sb, hint ? hint : 8192);",17.0,hint ? hint : 8192
conditional,strbuf.c,553,+,+,+,"sb->len ? fwrite(sb->buf, 1, sb->len, f) : 0",9.0,"	return sb->len ? fwrite(sb->buf, 1, sb->len, f) : 0;",8.0,"sb -> len ? fwrite ( sb -> buf , 1 , sb -> len , f ) : 0"
conditional,strbuf.c,638,-,+,-,,2.0,	assert(r == -1);,,
conditional,strbuf.c,829,+,+,+,"humanise_rate == 0 ? _(""%u.%2.2u GiB"") : _(""%u.%2.2u GiB/s"")",5.0,"				humanise_rate == 0 ?
					/* TRANSLATORS: IEC 80000-13:2008 gibibyte */
					_(""%u.%2.2u GiB"") :
					/* TRANSLATORS: IEC 80000-13:2008 gibibyte/second */
					_(""%u.%2.2u GiB/s""),",4.0,"humanise_rate == 0 ? _ ( ""%u.%2.2u GiB"" ) : _ ( ""%u.%2.2u GiB/s"" )"
conditional,strbuf.c,839,+,+,+,"humanise_rate == 0 ? _(""%u.%2.2u MiB"") : _(""%u.%2.2u MiB/s"")",5.0,"				humanise_rate == 0 ?
					/* TRANSLATORS: IEC 80000-13:2008 mebibyte */
					_(""%u.%2.2u MiB"") :
					/* TRANSLATORS: IEC 80000-13:2008 mebibyte/second */
					_(""%u.%2.2u MiB/s""),",4.0,"humanise_rate == 0 ? _ ( ""%u.%2.2u MiB"" ) : _ ( ""%u.%2.2u MiB/s"" )"
conditional,strbuf.c,848,+,+,+,"humanise_rate == 0 ? _(""%u.%2.2u KiB"") : _(""%u.%2.2u KiB/s"")",5.0,"				humanise_rate == 0 ?
					/* TRANSLATORS: IEC 80000-13:2008 kibibyte */
					_(""%u.%2.2u KiB"") :
					/* TRANSLATORS: IEC 80000-13:2008 kibibyte/second */
					_(""%u.%2.2u KiB/s""),",4.0,"humanise_rate == 0 ? _ ( ""%u.%2.2u KiB"" ) : _ ( ""%u.%2.2u KiB/s"" )"
conditional,strbuf.c,856,+,+,+,"humanise_rate == 0 ? Q_(""%u byte"", ""%u bytes"", bytes) : Q_(""%u byte/s"", ""%u bytes/s"", bytes)",5.0,"				humanise_rate == 0 ?
					/* TRANSLATORS: IEC 80000-13:2008 byte */
					Q_(""%u byte"", ""%u bytes"", bytes) :
					/* TRANSLATORS: IEC 80000-13:2008 byte/second */
					Q_(""%u byte/s"", ""%u bytes/s"", bytes),",4.0,"humanise_rate == 0 ? Q_ ( ""%u byte"" , ""%u bytes"" , bytes ) : Q_ ( ""%u byte/s"" , ""%u bytes/s"" , bytes )"
conditional,strbuf.c,1045,+,+,+,eol ? eol - (sb->buf + i) + 1 : sb->len - i,9.0,		len = eol ? eol - (sb->buf + i) + 1 : sb->len - i;,8.0,eol ? eol - ( sb -> buf + i ) + 1 : sb -> len - i
conditional,strbuf.c,1072,+,+,+,path_sep ? path_sep - sb->buf + 1 : 0,20.0,,19.0,path_sep ? path_sep - sb -> buf + 1 : 0
conditional,strbuf.h,145,+,+,-,sb->alloc ? sb->alloc - sb->len - 1 : 0,9.0,	return sb->alloc ? sb->alloc - sb->len - 1 : 0;,,
conditional,strbuf.h,166,+,+,-,sb->alloc ? sb->alloc - 1 : 0,13.0,	if (len > (sb->alloc ? sb->alloc - 1 : 0)),,
conditional,strbuf.h,172,-,+,-,,3.0,		assert(!strbuf_slopbuf[0]);,,
conditional,string-list.c,22,+,+,+,list->cmp ? list->cmp : strcmp,27.0,	compare_strings_fn cmp = list->cmp ? list->cmp : strcmp;,26.0,list -> cmp ? list -> cmp : strcmp
conditional,string-list.c,45,+,+,+,"insert_at != -1 ? insert_at : get_entry_index(list, string, &exact_match)",14.0,"	int index = insert_at != -1 ? insert_at : get_entry_index(list, string, &exact_match);",13.0,"insert_at != - 1 ? insert_at : get_entry_index ( list , string , & exact_match )"
conditional,string-list.c,54,+,+,+,list->strdup_strings ? xstrdup(string) : (char*)string,30.0,"	list->items[index].string = list->strdup_strings ?
		xstrdup(string) : (char *)string;",29.0,list -> strdup_strings ? xstrdup ( string ) : ( char * ) string
conditional,string-list.c,102,+,+,+,negative_existing_index ? index : 0,17.0,		index = -1 - (negative_existing_index ? index : 0);,16.0,negative_existing_index ? index : 0
conditional,string-list.c,118,+,+,+,list->cmp ? list->cmp : strcmp,28.0,		compare_strings_fn cmp = list->cmp ? list->cmp : strcmp;,27.0,list -> cmp ? list -> cmp : strcmp
conditional,string-list.c,230,+,+,+,list->strdup_strings ? xstrdup(string) : (char*)string,4.0,			list->strdup_strings ? xstrdup(string) : (char *)string);,3.0,list -> strdup_strings ? xstrdup ( string ) : ( char * ) string
conditional,string-list.c,252,+,+,+,list->cmp ? list->cmp : strcmp,42.0,	struct string_list_sort_ctx sort_ctx = {list->cmp ? list->cmp : strcmp};,41.0,list -> cmp ? list -> cmp : strcmp
conditional,string-list.c,261,+,+,+,list->cmp ? list->cmp : strcmp,27.0,	compare_strings_fn cmp = list->cmp ? list->cmp : strcmp;,26.0,list -> cmp ? list -> cmp : strcmp
conditional,stripspace.c,62,+,+,+,mode == STRIP_COMMENTS ? comment_line_str : NULL,6.0,			  mode == STRIP_COMMENTS ? comment_line_str : NULL);,5.0,mode == STRIP_COMMENTS ? comment_line_str : NULL
conditional,strlcpy.c,8,+,+,+,(ret >= size) ? size - 1 : ret,16.0,		size_t len = (ret >= size) ? size - 1 : ret;,15.0,( ret >= size ) ? size - 1 : ret
conditional,strmap.c,131,+,+,+,entry ? entry->value : NULL,9.0,	return entry ? entry->value : NULL;,8.0,entry ? entry -> value : NULL
conditional,sub-process.c,52,+,+,+,(len < 0) ? len : 0,9.0,	return (len < 0) ? len : 0;,8.0,( len < 0 ) ? len : 0
conditional,sub-process.c,141,-,+,-,,10.0,"		return error(""Unexpected line '%s', expected %s-server"",
			     line ? line : ""<flush packet>"", welcome_prefix);",,
conditional,sub-process.c,142,+,-,+,"line ? line : ""<flush packet>""",,,8.0,"line ? line : ""<flush packet>"""
conditional,sub-process.c,146,-,+,-,,10.0,"		return error(""Unexpected line '%s', expected version"",
			     line ? line : ""<flush packet>"");",,
conditional,sub-process.c,147,+,-,+,"line ? line : ""<flush packet>""",,,8.0,"line ? line : ""<flush packet>"""
conditional,submodule--helper.c,985,+,+,+,S_ISGITLINK(p->mod_src) ? src_abbrev : dst_abbrev,35.0,"			strvec_push(&cp_rev_list.args, S_ISGITLINK(p->mod_src) ?
				    src_abbrev : dst_abbrev);",34.0,S_ISGITLINK ( p -> mod_src ) ? src_abbrev : dst_abbrev
conditional,submodule--helper.c,1009,+,+,+,missing_src ? oid_to_hex(&p->oid_src) : oid_to_hex(&p->oid_dst),23.0,"					    displaypath, missing_src ?
					    oid_to_hex(&p->oid_src) :
					    oid_to_hex(&p->oid_dst));",22.0,missing_src ? oid_to_hex ( & p -> oid_src ) : oid_to_hex ( & p -> oid_dst )
conditional,submodule--helper.c,1016,+,+,+,errmsg.len ? errmsg.buf : NULL,32.0,"	print_submodule_summary(info, errmsg.len ? errmsg.buf : NULL,",31.0,errmsg . len ? errmsg . buf : NULL
conditional,submodule--helper.c,1147,+,+,+,info->cached ? DIFF_INDEX_CACHED : 0,24.0,"		run_diff_index(&rev, info->cached ? DIFF_INDEX_CACHED : 0);",23.0,info -> cached ? DIFF_INDEX_CACHED : 0
conditional,submodule--helper.c,1190,+,+,+,"argc ? argv[0] : ""HEAD""",36.0,"	if (!repo_get_oid(the_repository, argc ? argv[0] : ""HEAD"", &head_oid)) {",35.0,"argc ? argv [ 0 ] : ""HEAD"""
conditional,submodule--helper.c,1221,+,+,+,(diff_cmd == DIFF_INDEX) ? &head_oid : NULL,36.0,"	ret = compute_summary_module_list((diff_cmd == DIFF_INDEX) ? &head_oid : NULL,",35.0,( diff_cmd == DIFF_INDEX ) ? & head_oid : NULL
conditional,submodule--helper.c,1754,+,+,+,"clone_data->single_branch ? ""--single-branch"" : ""--no-single-branch""",26.0,"			strvec_push(&cp.args, clone_data->single_branch ?
				    ""--single-branch"" :
				    ""--no-single-branch"");",25.0,"clone_data -> single_branch ? ""--single-branch"" : ""--no-single-branch"""
conditional,submodule--helper.c,2151,+,+,+,"suc->update_data->single_branch ? ""--single-branch"" : ""--no-single-branch""",29.0,"		strvec_push(&child->args, suc->update_data->single_branch ?
					      ""--single-branch"" :
					      ""--no-single-branch"");",28.0,"suc -> update_data -> single_branch ? ""--single-branch"" : ""--no-single-branch"""
conditional,submodule--helper.c,2579,+,+,+,"update_data->single_branch ? ""--single-branch"" : ""--no-single-branch""",21.0,"		strvec_push(args, update_data->single_branch ?
				    ""--single-branch"" :
				    ""--no-single-branch"");",20.0,"update_data -> single_branch ? ""--single-branch"" : ""--no-single-branch"""
conditional,submodule--helper.c,3002,+,+,+,quiet ? OPT_QUIET : 0,43.0,"		sync_submodule(sub->path, prefix, NULL, quiet ? OPT_QUIET : 0);",42.0,quiet ? ( 1 << 0 ) : 0
conditional,submodule.c,226,-,+,+,,11.0,"		int v = git_config_bool(var, value) ?
			RECURSE_SUBMODULES_ON : RECURSE_SUBMODULES_OFF;",10.0,"git_config_bool ( var , value ) ? RECURSE_SUBMODULES_ON : RECURSE_SUBMODULES_OFF"
conditional,submodule.c,616,+,+,+,"(fast_backward || fast_forward) ? "".."" : ""...""",21.0,"	strbuf_addstr(&sb, (fast_backward || fast_forward) ? "".."" : ""..."");",20.0,"( fast_backward || fast_forward ) ? "".."" : ""..."""
conditional,submodule.c,617,+,-,-,"(fast_backward || fast_forward) ? "".."" : ""...""",,,,
conditional,submodule.c,621,+,+,+,"fast_backward ? "" (rewind)"" : """"",29.0,"		strbuf_addf(&sb, ""%s:\n"", fast_backward ? "" (rewind)"" : """");",28.0,"fast_backward ? "" (rewind)"" : """""
conditional,submodule.c,622,+,-,-,"fast_backward ? "" (rewind)"" : """"",,,,
conditional,submodule.c,699,+,+,+,"want_color(o->use_color) ? ""always"" : ""never""",39.0,"	strvec_pushf(&cp.args, ""--color=%s"", want_color(o->use_color) ?
			 ""always"" : ""never"");",38.0,"want_color ( o -> use_color ) ? ""always"" : ""never"""
conditional,submodule.c,700,+,-,-,"want_color(o->use_color) ? ""always"" : ""never""",,,,
conditional,submodule.c,2119,+,+,+,"super_prefix ? super_prefix : """"",9.0,"		     (super_prefix ? super_prefix : """"), path);",8.0,"super_prefix ? super_prefix : """""
conditional,submodule.c,2120,+,-,-,"super_prefix ? super_prefix : """"",,,,
conditional,submodule.c,2218,+,+,-,"super_prefix ? super_prefix : """"",9.0,"		     (super_prefix ? super_prefix : """"), path);",,
conditional,submodule.c,2219,+,-,-,"super_prefix ? super_prefix : """"",,,,
conditional,submodule.c,2231,+,+,-,old_head ? old_head : empty_tree_oid_hex(),25.0,"		strvec_push(&cp.args, old_head ? old_head : empty_tree_oid_hex());",,
conditional,submodule.c,2232,+,-,-,old_head ? old_head : empty_tree_oid_hex(),,,,
conditional,submodule.c,2233,+,+,-,new_head ? new_head : empty_tree_oid_hex(),24.0,"	strvec_push(&cp.args, new_head ? new_head : empty_tree_oid_hex());",,
conditional,submodule.c,2234,+,-,-,new_head ? new_head : empty_tree_oid_hex(),,,,
conditional,submodule.c,2328,+,+,+,"lstat(p, &st) || !S_ISLNK(st.st_mode) ? 0 : -1",9.0,"		ret = lstat(p, &st) || !S_ISLNK(st.st_mode) ? 0 : -1;",8.0,"lstat ( p , & st ) || ! S_ISLNK ( st . st_mode ) ? 0 : - 1"
conditional,submodule.c,2329,+,-,-,"lstat(p, &st) || !S_ISLNK(st.st_mode) ? 0 : -1",,,,
conditional,submodule.c,2380,+,+,+,"super_prefix ? super_prefix : """"",3.0,"		super_prefix ? super_prefix : """", path,",2.0,"super_prefix ? super_prefix : """""
conditional,submodule.c,2381,+,-,-,"super_prefix ? super_prefix : """"",,,,
conditional,submodule.c,2405,+,+,+,"super_prefix ? super_prefix : """"",49.0,"	strvec_pushf(&cp.args, ""--super-prefix=%s%s/"", super_prefix ?
		     super_prefix : """", path);",48.0,"super_prefix ? super_prefix : """""
conditional,submodule.c,2406,+,-,-,"super_prefix ? super_prefix : """"",,,,
conditional,symbolic-ref.c,20,+,+,+,recurse ? 0 : RESOLVE_REF_NO_RECURSE,19.0,	resolve_flags = (recurse ? 0 : RESOLVE_REF_NO_RECURSE);,18.0,recurse ? 0 : RESOLVE_REF_NO_RECURSE
conditional,symlinks.c,20,+,+,+,len_a < len_b ? len_a : len_b,12.0,	max_len = len_a < len_b ? len_a : len_b;,11.0,len_a < len_b ? len_a : len_b
conditional,t-mem-pool.c,25,-,+,-,,2.0,"	TEST(setup_static(t_calloc_100, 1024 * 1024),
	     ""mem_pool_calloc returns 100 zeroed bytes with big block"");",,
conditional,t-mem-pool.c,27,-,+,-,,2.0,"	TEST(setup_static(t_calloc_100, 1),
	     ""mem_pool_calloc returns 100 zeroed bytes with tiny block"");",,
conditional,t-prio-queue.c,19,+,+,+,v ? *v : MISSING,9.0,	return v ? *v : MISSING;,8.0,v ? * v : MISSING
conditional,t-prio-queue.c,74,-,+,-,,2.0,"	TEST(TEST_INPUT(((int []){ 2, 6, 3, 10, 9, 5, 7, 4, 5, 8, 1, DUMP }),
			((int []){ 1, 2, 3, 4, 5, 5, 6, 7, 8, 9, 10 })),
	     ""prio-queue works for basic input"");",,
conditional,t-prio-queue.c,77,-,+,-,,2.0,"	TEST(TEST_INPUT(((int []){ 6, 2, 4, GET, 5, 3, GET, GET, 1, DUMP }),
			((int []){ 2, 3, 4, 1, 5, 6 })),
	     ""prio-queue works for mixed put & get commands"");",,
conditional,t-prio-queue.c,80,-,+,-,,2.0,"	TEST(TEST_INPUT(((int []){ 1, 2, GET, GET, GET, 1, 2, GET, GET, GET }),
			((int []){ 1, 2, MISSING, 1, 2, MISSING })),
	     ""prio-queue works when queue is empty"");",,
conditional,t-prio-queue.c,83,-,+,-,,2.0,"	TEST(TEST_INPUT(((int []){ STACK, 8, 1, 5, 4, 6, 2, 3, DUMP }),
			((int []){ 3, 2, 6, 4, 5, 1, 8 })),
	     ""prio-queue works when used as a LIFO stack"");",,
conditional,t-prio-queue.c,86,-,+,-,,2.0,"	TEST(TEST_INPUT(((int []){ STACK, 1, 2, 3, 4, 5, 6, REVERSE, DUMP }),
			((int []){ 1, 2, 3, 4, 5, 6 })),
	     ""prio-queue works when LIFO stack is reversed"");",,
conditional,t-strbuf.c,108,-,+,-,,7.0,"	if (!TEST(t_static_init(), ""static initialization works""))",,
conditional,t-strbuf.c,110,-,+,-,,2.0,"	TEST(t_dynamic_init(), ""dynamic initialization works"");",,
conditional,t-strbuf.c,111,-,+,-,,2.0,"	TEST(setup(t_addch, ""a""), ""strbuf_addch adds char"");",,
conditional,t-strbuf.c,112,-,+,-,,2.0,"	TEST(setup(t_addch, """"), ""strbuf_addch adds NUL char"");",,
conditional,t-strbuf.c,113,-,+,-,,2.0,"	TEST(setup_populated(t_addch, ""initial value"", ""a""),
	     ""strbuf_addch appends to initial value"");",,
conditional,t-strbuf.c,115,-,+,-,,2.0,"	TEST(setup(t_addstr, ""hello there""), ""strbuf_addstr adds string"");",,
conditional,t-strbuf.c,116,-,+,-,,2.0,"	TEST(setup_populated(t_addstr, ""initial value"", ""hello there""),
	     ""strbuf_addstr appends string to initial value"");",,
conditional,t-trailer.c,304,-,+,-,,3.0,"		TEST(t_trailer_iterator(tc[i].msg,
					tc[i].num_expected,
					tc[i].contents),
		     ""%s"", tc[i].name);",,
conditional,tag.c,54,-,+,-,,10.0,"		return error(""%s: cannot verify a non-tag object of type %s."",
				name_to_report ?
				name_to_report :
				repo_find_unique_abbrev(the_repository, oid, DEFAULT_ABBREV),",,
conditional,tag.c,55,+,-,+,"name_to_report ? name_to_report : repo_find_unique_abbrev(the_repository, oid, DEFAULT_ABBREV)",,,4.0,"name_to_report ? name_to_report : repo_find_unique_abbrev ( the_repository , oid , DEFAULT_ABBREV )"
conditional,tag.c,62,-,+,-,,10.0,"		return error(""%s: unable to read file."",
				name_to_report ?
				name_to_report :
				repo_find_unique_abbrev(the_repository, oid, DEFAULT_ABBREV));",,
conditional,tag.c,63,+,-,+,"name_to_report ? name_to_report : repo_find_unique_abbrev(the_repository, oid, DEFAULT_ABBREV)",,,4.0,"name_to_report ? name_to_report : repo_find_unique_abbrev ( the_repository , oid , DEFAULT_ABBREV )"
conditional,tag.c,365,+,+,+,opt->cleanup_mode == CLEANUP_ALL ? comment_line_str : NULL,5.0,		  opt->cleanup_mode == CLEANUP_ALL ? comment_line_str : NULL);,4.0,opt -> cleanup_mode == CLEANUP_ALL ? comment_line_str : NULL
conditional,tag.c,563,+,+,+,cmdmode ? 0 : config_sign_tag > 0,14.0,		opt.sign = cmdmode ? 0 : config_sign_tag > 0;,13.0,cmdmode ? 0 : config_sign_tag > 0
conditional,tag.c,642,+,+,+,"argc == 2 ? argv[1] : ""HEAD""",15.0,"	object_ref = argc == 2 ? argv[1] : ""HEAD"";",14.0,"argc == 2 ? argv [ 1 ] : ""HEAD"""
conditional,tag.c,684,+,+,+,create_reflog ? REF_FORCE_CREATE_REFLOG : 0,8.0,"				   create_reflog ? REF_FORCE_CREATE_REFLOG : 0,",7.0,create_reflog ? REF_FORCE_CREATE_REFLOG : 0
conditional,tempfile.c,321,+,+,+,err ? -1 : 0,9.0,	return err ? -1 : 0;,8.0,err ? - 1 : 0
conditional,tempfile.c,372,+,+,+,err ? -1 : 0,9.0,,8.0,err ? - 1 : 0
conditional,terminal.c,148,-,+,+,,14.0,"		term_fd = ((flags & SAVE_TERM_STDIN)
			   ? 0
			   : open(""/dev/tty"", O_RDWR));",13.0,"( flags & SAVE_TERM_STDIN ) ? 0 : open ( ""/dev/tty"" , O_RDWR )"
conditional,terminal.c,234,-,+,-,,2.0,"	FD_SET(0, &readfds);",,
conditional,terminal.c,489,-,+,+,,30.0,"	return strcmp(e1->sequence, keydata ? keydata : e2->sequence);",29.0,keydata ? keydata : e2 -> sequence
conditional,test-bundle-uri.c,83,+,+,+,argc > 1 ? argv[1] : NULL,9.0,	dest = argc > 1 ? argv[1] : NULL;,8.0,argc > 1 ? argv [ 1 ] : NULL
conditional,test-cache-tree.c,52,+,+,+,f_interval < 1.0 ? 1 : (int)f_interval,18.0,		int interval = f_interval < 1.0 ? 1 : (int)f_interval;,17.0,f_interval < 1.0 ? 1 : ( int ) f_interval
conditional,test-chmtime.c,50,+,+,+,(*timespec == '=') ? 1 : 0,12.0,	*set_eq = (*timespec == '=') ? 1 : 0;,11.0,( * timespec == '=' ) ? 1 : 0
conditional,test-chmtime.c,127,+,+,+,set_eq ? set_time : sb.st_mtime + set_time,17.0,		utb.modtime = set_eq ? set_time : sb.st_mtime + set_time;,16.0,set_eq ? set_time : sb . st_mtime + set_time
conditional,test-chmtime.c,129,+,+,+,utb.modtime < 0 ? 0 : utb.modtime,11.0,		mtime = utb.modtime < 0 ? 0: utb.modtime;,10.0,utb . modtime < 0 ? 0 : utb . modtime
conditional,test-config.c,56,-,+,+,,23.0,"	printf(""value=%s\n"", value ? value : ""(null)"");",22.0,"value ? value : ""(null)"""
conditional,test-config.c,58,-,+,+,,22.0,"	printf(""name=%s\n"", kvi->filename ? kvi->filename : """");",21.0,"kvi -> filename ? kvi -> filename : """""
conditional,test-csprng.c,15,+,+,+,"(argc == 2) ? strtoul(argv[1], NULL, 0) : -1L",10.0,"	count = (argc == 2) ? strtoul(argv[1], NULL, 0) : -1L;",9.0,"( argc == 2 ) ? strtoul ( argv [ 1 ] , NULL , 0 ) : - 1L"
conditional,test-csprng.c,18,+,+,+,count < sizeof (buf) ? count : sizeof (buf),25.0,		unsigned long chunk = count < sizeof(buf) ? count : sizeof(buf);,24.0,count < sizeof ( buf ) ? count : sizeof ( buf )
conditional,test-date.c,129,-,+,+,,10.0,		return sizeof(timestamp_t) == 8 ? 0 : 1;,9.0,sizeof ( timestamp_t ) == 8 ? 0 : 1
conditional,test-date.c,131,-,+,+,,10.0,		return sizeof(time_t) == 8 ? 0 : 1;,9.0,sizeof ( time_t ) == 8 ? 0 : 1
conditional,test-drop-caches.c,78,-,-,+,,,,46.0,flags != 0 ? 2 : 0
conditional,test-dump-fsmonitor.c,21,-,+,+,,10.0,"		printf((istate->cache[i]->ce_flags & CE_FSMONITOR_VALID) ? ""+"" : ""-"");",9.0,"( istate -> cache [ i ] -> ce_flags & CE_FSMONITOR_VALID ) ? ""+"" : ""-"""
conditional,test-env-helper.c,76,+,+,+,"ret_int ? ""true"" : ""false""",9.0,"			puts(ret_int ? ""true"" : ""false"");",8.0,"ret_int ? ""true"" : ""false"""
conditional,test-example-tap.c,75,-,+,-,,13.0,"	test_res = TEST(check_res = check_int(1, ==, 1), ""passing test"");",,
conditional,test-example-tap.c,76,-,+,-,,2.0,"	TEST(t_res(1), ""passing test and assertion return 1"");",,
conditional,test-example-tap.c,77,-,+,-,,13.0,"	test_res = TEST(check_res = check_int(1, ==, 2), ""failing test"");",,
conditional,test-example-tap.c,78,-,+,-,,2.0,"	TEST(t_res(0), ""failing test and assertion return 0"");",,
conditional,test-example-tap.c,79,-,+,-,,13.0,"	test_res = TEST(t_todo(0), ""passing TEST_TODO()"");",,
conditional,test-example-tap.c,80,-,+,-,,2.0,"	TEST(t_res(1), ""passing TEST_TODO() returns 1"");",,
conditional,test-example-tap.c,81,-,+,-,,13.0,"	test_res = TEST(t_todo(1), ""failing TEST_TODO()"");",,
conditional,test-example-tap.c,82,-,+,-,,2.0,"	TEST(t_res(0), ""failing TEST_TODO() returns 0"");",,
conditional,test-example-tap.c,83,-,+,-,,13.0,"	test_res = TEST(t_skip(), ""test_skip()"");",,
conditional,test-example-tap.c,84,-,+,-,,2.0,"	TEST(check_int(test_res, ==, 1), ""skipped test returns 1"");",,
conditional,test-example-tap.c,85,-,+,-,,13.0,"	test_res = TEST(t_skip_todo(), ""test_skip() inside TEST_TODO()"");",,
conditional,test-example-tap.c,86,-,+,-,,2.0,"	TEST(t_res(1), ""test_skip() inside TEST_TODO() returns 1"");",,
conditional,test-example-tap.c,87,-,+,-,,13.0,"	test_res = TEST(t_todo_after_fail(), ""TEST_TODO() after failing check"");",,
conditional,test-example-tap.c,88,-,+,-,,2.0,"	TEST(check_int(test_res, ==, 0), ""TEST_TODO() after failing check returns 0"");",,
conditional,test-example-tap.c,89,-,+,-,,13.0,"	test_res = TEST(t_fail_after_todo(), ""failing check after TEST_TODO()"");",,
conditional,test-example-tap.c,90,-,+,-,,2.0,"	TEST(check_int(test_res, ==, 0), ""failing check after TEST_TODO() returns 0"");",,
conditional,test-example-tap.c,91,-,+,-,,2.0,"	TEST(t_messages(), ""messages from failing string and char comparison"");",,
conditional,test-example-tap.c,92,-,+,-,,13.0,"	test_res = TEST(t_empty(), ""test with no checks"");",,
conditional,test-example-tap.c,93,-,+,-,,2.0,"	TEST(check_int(test_res, ==, 0), ""test with no checks returns 0"");",,
conditional,test-fake-ssh.c,22,+,+,+,"i > 0 ? "" "" : """"",22.0,"		fprintf(f, ""%s%s"", i > 0 ? "" "" : """", i > 0 ? argv[i] : ""ssh:"");",21.0,"i > 0 ? "" "" : """""
conditional,test-genrandom.c,25,+,+,+,"(argc == 3) ? strtoul(argv[2], NULL, 0) : -1L",10.0,"	count = (argc == 3) ? strtoul(argv[2], NULL, 0) : -1L;",9.0,"( argc == 3 ) ? strtoul ( argv [ 2 ] , NULL , 0 ) : - 1L"
conditional,test-genzeros.c,16,+,+,+,"argc > 1 ? strtoimax(argv[1], NULL, 0) : -1",10.0,"	count = argc > 1 ? strtoimax(argv[1], NULL, 0) : -1;",9.0,"argc > 1 ? strtoimax ( argv [ 1 ] , NULL , 0 ) : - 1"
conditional,test-genzeros.c,25,+,+,+,count < ARRAY_SIZE(zeros) ? count : ARRAY_SIZE(zeros),7.0,"			   count < ARRAY_SIZE(zeros)
			   ? count : ARRAY_SIZE(zeros));",6.0,count < ARRAY_SIZE ( zeros ) ? count : ARRAY_SIZE ( zeros )
conditional,test-hashmap.c,25,+,+,+,cmp_data ? *((int*)cmp_data) : 0,26.0,	const int ignore_case = cmp_data ? *((int *)cmp_data) : 0;,25.0,cmp_data ? * ( ( int * ) cmp_data ) : 0
conditional,test-hashmap.c,33,+,+,+,key ? key : e2->key,30.0,"		return strcasecmp(e1->key, key ? key : e2->key);",29.0,key ? key : e2 -> key
conditional,test-hashmap.c,35,+,+,+,key ? key : e2->key,26.0,"		return strcmp(e1->key, key ? key : e2->key);",25.0,key ? key : e2 -> key
conditional,test-hashmap.c,121,+,+,+,(method & TEST_SPARSE) ? TEST_SIZE / 10 : TEST_SIZE,7.0,		j = (method & TEST_SPARSE) ? TEST_SIZE / 10 : TEST_SIZE;,6.0,( method & TEST_SPARSE ) ? TEST_SIZE / 10 : TEST_SIZE
conditional,test-hashmap.c,180,+,+,+,parts.nr >= 1 ? parts.items[1].string : NULL,8.0,		p1 = parts.nr >= 1 ? parts.items[1].string : NULL;,7.0,parts . nr >= 1 ? parts . items [ 1 ] . string : NULL
conditional,test-hashmap.c,181,+,+,+,parts.nr >= 2 ? parts.items[2].string : NULL,8.0,		p2 = parts.nr >= 2 ? parts.items[2].string : NULL;,7.0,parts . nr >= 2 ? parts . items [ 2 ] . string : NULL
conditional,test-hashmap.c,183,+,+,+,icase ? strihash(p1) : strhash(p1),11.0,			hash = icase ? strihash(p1) : strhash(p1);,10.0,icase ? strihash ( p1 ) : strhash ( p1 )
conditional,test-hashmap.c,202,+,+,+,"entry ? get_value(entry) : ""NULL""",9.0,"			puts(entry ? get_value(entry) : ""NULL"");",8.0,"entry ? get_value ( entry ) : ""NULL"""
conditional,test-hashmap.c,225,-,+,+,,12.0,"			entry = rm ? container_of(rm, struct test_entry, ent)
					: NULL;",11.0,"rm ? container_of ( rm , struct test_entry , ent ) : NULL"
conditional,test-hashmap.c,229,+,+,+,"entry ? get_value(entry) : ""NULL""",9.0,"			puts(entry ? get_value(entry) : ""NULL"");",8.0,"entry ? get_value ( entry ) : ""NULL"""
conditional,test-lazy-init-name-hash.c,104,+,+,+,"(try_threaded) ? ""multi"" : ""single""",7.0,"			   (try_threaded) ? ""multi"" : ""single"");",6.0,"( try_threaded ) ? ""multi"" : ""single"""
conditional,test-lazy-init-name-hash.c,161,+,+,+,((t2s - t1s) < (t2m - t1m)) ? '<' : '>',10.0,"					   (((t2s - t1s) < (t2m - t1m)) ? '<' : '>'),",9.0,( ( t2s - t1s ) < ( t2m - t1m ) ) ? '<' : '>'
conditional,test-lazy-init-name-hash.c,177,+,+,+,avg_single < avg_multi ? '<' : '>',10.0,"					   (avg_single < avg_multi ? '<' : '>'),",9.0,avg_single < avg_multi ? '<' : '>'
conditional,test-lib.c,118,-,+,-,,2.0,	assert(!ctx.running);,,
conditional,test-lib.c,128,-,+,-,,2.0,	assert(!ctx.running);,,
conditional,test-lib.c,140,-,+,-,,2.0,	assert(ctx.running);,,
conditional,test-lib.c,172,-,+,-,,2.0,	assert(!ctx.running);,,
conditional,test-lib.c,193,-,+,-,,2.0,	assert(ctx.running);,,
conditional,test-lib.c,194,-,+,-,,2.0,	assert(!ctx.todo);,,
